WKC,GMN,Wijknaam,YEAR,AGE_MEAN,Person_in_Household_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN,AGE_SD,Person_in_Household_SD,Income_SD,Moving_Count_SD,Lifeevents_Count_SD,UniqueMed_Count_SD,ZVWKOSTENTOTAAL_SD,ZVWKHUISARTS_SD,ZVWKHUISARTS_NO_REG_SD,ZVWKZIEKENHUIS_SD,ZVWKFARMACIE_SD,ZVWKOSTENPSYCHO_SD
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2009,40.9064170049895,2.4355616815989,0.0,1.04415460093335,2.84527911784976,3.9030879782482,2199.787832043521,115.79698399790949,63.29837313936843,1274.4076371169183,354.5489684718369,178.90674185989832,23.0376319836925,4.37840624417623,0.0,0.217339254150918,1.50003220968687,3.40307692771999,7338.724180125366,105.42865325518173,101.7074879003815,5996.976087439927,1707.7773935097964,1971.8781180756066
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2010,41.1625688459117,2.3957783641161,0.0,1.04072674064139,2.80135695439126,3.97854914196568,2324.2467919759256,116.95493770161495,54.9228458048064,1295.5131745018277,352.4086056775903,314.07380917486637,23.1888881188406,1.517672753712,0.0,0.207304791699758,1.56608030107442,3.46397887973784,8353.18307688887,94.67918335400557,88.40379680165132,5375.568878854607,1580.129232428421,5399.464589818653
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2011,40.8946643557381,2.44218919898514,35210.1906484832,1.04094066041184,2.90286335628851,3.96408619313647,2291.5001540222415,123.57141587321075,57.848396108714674,1293.7412333198017,325.15967420150383,294.17055558462573,23.0218020290835,1.51766599471521,35033.9531669842,0.210104235270215,1.90358306660729,3.4531252713803,7826.476052649667,89.2014882904615,81.61557885419055,5674.774754072801,1440.0816236522635,4265.6746532053485
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2012,41.2227124826783,2.38724035608309,35140.9229714912,1.042195623262,2.9603115727003,3.93284613865297,2245.0310258050313,117.89302185148077,58.16309629121759,1384.2532895782117,289.8589142871432,217.7336026536356,23.2703119554036,1.45911771804756,30889.7784178677,0.212736454257278,2.06900918614403,3.47330417583812,7138.1959006709,97.14921836966974,89.49069558159698,5755.793377157226,1525.9704148351018,2823.970965382757
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2013,41.2199098729858,2.39592430858806,35030.2057488654,1.03924418604651,2.79475982532751,3.89950149551346,2275.0593196341865,117.18810639733253,57.08276166880089,1408.4355150736626,249.16797534414192,198.2507131849902,23.3435545142299,1.46444754362496,31255.4775503677,0.203924215956651,1.5283088366123,3.4658096612833,7892.298089090927,91.69393141627977,84.38345529710375,6620.542247341258,1017.616092698704,2616.730048651566
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2014,41.0642256425841,2.40331292761973,37623.2873422873,1.03988023952096,2.84695714800144,3.94691848906561,2257.396470754592,122.42778958808287,60.36935171786936,1449.2347040014317,245.2955972004161,156.30956797984018,23.3218082489568,1.43498505362612,35264.5710504077,0.20524908408587,1.63357654547786,3.49276521911168,8068.035158319881,96.05039152020143,88.98814481542682,6904.979475284471,980.7398394960128,1906.356942065547
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2015,41.3877168385143,2.33085777942815,36668.6623463389,1.03801415037774,2.77645748236168,3.86954789882494,2358.431303597339,125.86494203895468,61.88633971528405,1326.4492272398059,247.95845671618986,201.96050948494994,23.4364052952647,1.37724633724355,37893.8775193292,0.201025648575636,1.45938417017577,3.40211891653673,7825.5043647961775,98.91365677518316,91.91350316109587,5825.832438388612,1289.9261426637277,2796.9616657095876
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2016,41.4241238545579,2.71737613398465,38336.5013259082,1.0386331611085,2.95568736915562,3.90419278996865,2431.6716520635973,131.83814498706772,66.88746246400818,1384.6262945804285,278.9926374333466,175.19495341200562,23.4926632241021,14.1286420150598,34476.0961168819,0.201663571633388,1.93068112260072,3.44624036568868,7929.57177859218,112.38689108100665,105.41121226191494,5557.443096269687,1888.7600482641976,2667.8906778130436
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2017,41.5602499684775,2.47050254916242,39352.6154848801,1.03612767450018,2.95848506919155,3.92848676412485,2461.5890822307133,135.5505194585581,70.0686995145827,1377.5326198809905,260.17827160190507,191.91131774366696,23.5668256717422,2.53902945375284,38474.6441715847,0.195193815011006,1.7060128633574,3.54590279572837,8246.644195810324,127.71030657059343,122.00249283407119,6257.45289566791,1246.662745725716,2226.7189597545275
WK051801,'s-Gravenhage, Wijk 01 Oostduinen,2018,41.7716916549223,2.40432674375233,39812.3346288379,1.03488507758721,2.90637821708318,4.02414800389484,2712.9830342624423,148.59700143386672,82.86144507148816,1539.4618708047522,249.91406586001978,245.98462215954444,23.5593913999458,1.45244387588701,38996.6702069474,0.195804704039135,1.62897057188356,3.63034342545424,9279.047516218432,152.1682293452236,145.9663684114967,7025.609214943765,985.4063235552369,3356.7581621675686
