WKC,GMN,Wijknaam,YEAR,Cluster_Reworked
WK051835,Gemeente 's-Gravenhage, Wijk 35 Zuiderpark,2015,1
WK051836,Gemeente 's-Gravenhage, Wijk 36 Moerwijk,2015,1
WK051837,Gemeente 's-Gravenhage, Wijk 37 Groente- en Fruitmarkt,2015,1
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2015,1
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2015,1
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2016,3
WK051802,Gemeente 's-Gravenhage, Wijk 02 Belgisch Park,2016,3
WK051805,Gemeente 's-Gravenhage, Wijk 05 Archipelbuurt,2016,3
WK051809,Gemeente 's-Gravenhage, Wijk 09 Geuzen- en Statenkwartier,2016,3
WK051811,Gemeente 's-Gravenhage, Wijk 11 Duinoord,2016,3
WK051812,Gemeente 's-Gravenhage, Wijk 12 Bomen- en Bloemenbuurt,2016,3
WK051813,Gemeente 's-Gravenhage, Wijk 13 Vogelwijk,2016,3
WK051819,Gemeente 's-Gravenhage, Wijk 19 Vruchtenbuurt,2016,3
WK051820,Gemeente 's-Gravenhage, Wijk 20 Valkenboskwartier,2016,3
WK051821,Gemeente 's-Gravenhage, Wijk 21 Regentessekwartier,2016,3
WK051822,Gemeente 's-Gravenhage, Wijk 22 Zeeheldenkwartier,2016,3
WK051823,Gemeente 's-Gravenhage, Wijk 23 Willemspark,2016,3
WK051826,Gemeente 's-Gravenhage, Wijk 26 Bezuidenhout,2016,3
WK051827,Gemeente 's-Gravenhage, Wijk 27 Stationsbuurt,2016,3
WK051828,Gemeente 's-Gravenhage, Wijk 28 Centrum,2016,3
WK051831,Gemeente 's-Gravenhage, Wijk 31 Rustenburg en Oostbroek,2016,3
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2016,3
WK051840,Gemeente 's-Gravenhage, Wijk 40 Wateringse Veld,2016,3
WK051842,Gemeente 's-Gravenhage, Wijk 42 Ypenburg,2016,3
WK051844,Gemeente 's-Gravenhage, Wijk 44 Leidschenveen,2016,3
WK060301,Gemeente Rijswijk, Wijk 01,2016,3
WK060305,Gemeente Rijswijk, Wijk 05,2016,3
WK060310,Gemeente Rijswijk, Wijk 10,2016,3
WK060311,Gemeente Rijswijk, Wijk 11,2016,3
WK191611,Gemeente Leidschendam-Voorburg, Wijk Voorburg Noord,2016,3
WK191612,Gemeente Leidschendam-Voorburg, Wijk Voorburg West / Park Leeuwenbergh,2016,3
WK191613,Gemeente Leidschendam-Voorburg, Wijk Voorburg Oud,2016,3
WK051803,Gemeente 's-Gravenhage, Wijk 03 Westbroekpark en Duttendel,2016,2
WK051804,Gemeente 's-Gravenhage, Wijk 04 Benoordenhout,2016,2
WK051807,Gemeente 's-Gravenhage, Wijk 07 Scheveningen,2016,2
WK051808,Gemeente 's-Gravenhage, Wijk 08 Duindorp,2016,2
WK051814,Gemeente 's-Gravenhage, Wijk 14 Bohemen en Meer en Bos,2016,2
WK051815,Gemeente 's-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2016,2
WK051816,Gemeente 's-Gravenhage, Wijk 16 Kraayenstein en Vroondaal,2016,2
WK051817,Gemeente 's-Gravenhage, Wijk 17 Loosduinen,2016,2
WK051818,Gemeente 's-Gravenhage, Wijk 18 Waldeck,2016,2
WK051825,Gemeente 's-Gravenhage, Wijk 25 Mariahoeve en Marlot,2016,2
WK051832,Gemeente 's-Gravenhage, Wijk 32 Leyenburg,2016,2
WK060302,Gemeente Rijswijk, Wijk 02,2016,2
WK060304,Gemeente Rijswijk, Wijk 04,2016,2
WK060306,Gemeente Rijswijk, Wijk 06,2016,2
WK060307,Gemeente Rijswijk, Wijk 07,2016,2
WK060308,Gemeente Rijswijk, Wijk 08,2016,2
WK060309,Gemeente Rijswijk, Wijk 09,2016,2
WK062900,Gemeente Wassenaar, Wijk 00 Zuidwestelijk deel der gemeente,2016,2
WK062901,Gemeente Wassenaar, Wijk 01 Noordoostelijk deel der gemeente,2016,2
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2016,2
WK191602,Gemeente Leidschendam-Voorburg, Wijk Prinsenhof,2016,2
WK191603,Gemeente Leidschendam-Voorburg, Wijk 't Lien / De Rietvink,2016,2
WK191605,Gemeente Leidschendam-Voorburg, Wijk Leidschendam - Zuid en omgeving,2016,2
WK191606,Gemeente Leidschendam-Voorburg, Wijk De Heuvel / Amstelwijk,2016,2
WK191607,Gemeente Leidschendam-Voorburg, Wijk 07 Damsigt en omgeving,2016,2
WK191608,Gemeente Leidschendam-Voorburg, Wijk Essesteijn,2016,2
WK191609,Gemeente Leidschendam-Voorburg, Wijk Voorburg Midden,2016,2
WK191610,Gemeente Leidschendam-Voorburg, Wijk Bovenveen,2016,2
WK051806,Gemeente 's-Gravenhage, Wijk 06 Van Stolkpark en Scheveningse Bo,2016,2
WK051810,Gemeente 's-Gravenhage, Wijk 10 Zorgvliet,2016,2
WK051824,Gemeente 's-Gravenhage, Wijk 24 Haagse Bos,2016,2
WK051841,Gemeente 's-Gravenhage, Wijk 41 Hoornwijk,2016,2
WK051843,Gemeente 's-Gravenhage, Wijk 43 Forepark,2016,2
WK060303,Gemeente Rijswijk, Wijk 03,2016,2
WK191604,Gemeente Leidschendam-Voorburg, Wijk Stompwijk,2016,2
WK051829,Gemeente 's-Gravenhage, Wijk 29 Schildersbuurt,2016,1
WK051830,Gemeente 's-Gravenhage, Wijk 30 Transvaalkwartier,2016,1
WK051833,Gemeente 's-Gravenhage, Wijk 33 Bouwlust en Vrederust,2016,1
WK051834,Gemeente 's-Gravenhage, Wijk 34 Morgenstond,2016,1
WK051835,Gemeente 's-Gravenhage, Wijk 35 Zuiderpark,2016,1
WK051836,Gemeente 's-Gravenhage, Wijk 36 Moerwijk,2016,1
WK051837,Gemeente 's-Gravenhage, Wijk 37 Groente- en Fruitmarkt,2016,1
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2016,1
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2017,4
WK051802,Gemeente 's-Gravenhage, Wijk 02 Belgisch Park,2017,4
WK051804,Gemeente 's-Gravenhage, Wijk 04 Benoordenhout,2017,4
WK051805,Gemeente 's-Gravenhage, Wijk 05 Archipelbuurt,2017,4
WK051806,Gemeente 's-Gravenhage, Wijk 06 Van Stolkpark en Scheveningse Bo,2017,4
WK051809,Gemeente 's-Gravenhage, Wijk 09 Geuzen- en Statenkwartier,2017,4
WK051810,Gemeente 's-Gravenhage, Wijk 10 Zorgvliet,2017,4
WK051812,Gemeente 's-Gravenhage, Wijk 12 Bomen- en Bloemenbuurt,2017,4
WK051813,Gemeente 's-Gravenhage, Wijk 13 Vogelwijk,2017,4
WK051819,Gemeente 's-Gravenhage, Wijk 19 Vruchtenbuurt,2017,4
WK051823,Gemeente 's-Gravenhage, Wijk 23 Willemspark,2017,4
WK051824,Gemeente 's-Gravenhage, Wijk 24 Haagse Bos,2017,4
WK051843,Gemeente 's-Gravenhage, Wijk 43 Forepark,2017,4
WK060303,Gemeente Rijswijk, Wijk 03,2017,4
WK060311,Gemeente Rijswijk, Wijk 11,2017,4
WK062900,Gemeente Wassenaar, Wijk 00 Zuidwestelijk deel der gemeente,2017,4
WK191604,Gemeente Leidschendam-Voorburg, Wijk Stompwijk,2017,4
WK191612,Gemeente Leidschendam-Voorburg, Wijk Voorburg West / Park Leeuwenbergh,2017,4
WK191613,Gemeente Leidschendam-Voorburg, Wijk Voorburg Oud,2017,4
WK051803,Gemeente 's-Gravenhage, Wijk 03 Westbroekpark en Duttendel,2017,2
WK051807,Gemeente 's-Gravenhage, Wijk 07 Scheveningen,2017,2
WK051808,Gemeente 's-Gravenhage, Wijk 08 Duindorp,2017,2
WK051814,Gemeente 's-Gravenhage, Wijk 14 Bohemen en Meer en Bos,2017,2
WK051815,Gemeente 's-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2017,2
WK051816,Gemeente 's-Gravenhage, Wijk 16 Kraayenstein en Vroondaal,2017,2
WK051817,Gemeente 's-Gravenhage, Wijk 17 Loosduinen,2017,2
WK051818,Gemeente 's-Gravenhage, Wijk 18 Waldeck,2017,2
WK051825,Gemeente 's-Gravenhage, Wijk 25 Mariahoeve en Marlot,2017,2
WK051832,Gemeente 's-Gravenhage, Wijk 32 Leyenburg,2017,2
WK060302,Gemeente Rijswijk, Wijk 02,2017,2
WK060304,Gemeente Rijswijk, Wijk 04,2017,2
WK060306,Gemeente Rijswijk, Wijk 06,2017,2
WK060307,Gemeente Rijswijk, Wijk 07,2017,2
WK060308,Gemeente Rijswijk, Wijk 08,2017,2
WK060309,Gemeente Rijswijk, Wijk 09,2017,2
WK062901,Gemeente Wassenaar, Wijk 01 Noordoostelijk deel der gemeente,2017,2
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2017,2
WK191602,Gemeente Leidschendam-Voorburg, Wijk Prinsenhof,2017,2
WK191603,Gemeente Leidschendam-Voorburg, Wijk 't Lien / De Rietvink,2017,2
WK191605,Gemeente Leidschendam-Voorburg, Wijk Leidschendam - Zuid en omgeving,2017,2
WK191606,Gemeente Leidschendam-Voorburg, Wijk De Heuvel / Amstelwijk,2017,2
WK191607,Gemeente Leidschendam-Voorburg, Wijk 07 Damsigt en omgeving,2017,2
WK191608,Gemeente Leidschendam-Voorburg, Wijk Essesteijn,2017,2
WK191609,Gemeente Leidschendam-Voorburg, Wijk Voorburg Midden,2017,2
WK191610,Gemeente Leidschendam-Voorburg, Wijk Bovenveen,2017,2
WK051811,Gemeente 's-Gravenhage, Wijk 11 Duinoord,2017,3
WK051820,Gemeente 's-Gravenhage, Wijk 20 Valkenboskwartier,2017,3
WK051821,Gemeente 's-Gravenhage, Wijk 21 Regentessekwartier,2017,3
WK051822,Gemeente 's-Gravenhage, Wijk 22 Zeeheldenkwartier,2017,3
WK051826,Gemeente 's-Gravenhage, Wijk 26 Bezuidenhout,2017,3
WK051827,Gemeente 's-Gravenhage, Wijk 27 Stationsbuurt,2017,3
WK051828,Gemeente 's-Gravenhage, Wijk 28 Centrum,2017,3
WK051831,Gemeente 's-Gravenhage, Wijk 31 Rustenburg en Oostbroek,2017,3
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2017,3
WK051840,Gemeente 's-Gravenhage, Wijk 40 Wateringse Veld,2017,3
WK051841,Gemeente 's-Gravenhage, Wijk 41 Hoornwijk,2017,3
WK051842,Gemeente 's-Gravenhage, Wijk 42 Ypenburg,2017,3
WK051844,Gemeente 's-Gravenhage, Wijk 44 Leidschenveen,2017,3
WK060301,Gemeente Rijswijk, Wijk 01,2017,3
WK060305,Gemeente Rijswijk, Wijk 05,2017,3
WK060310,Gemeente Rijswijk, Wijk 10,2017,3
WK191611,Gemeente Leidschendam-Voorburg, Wijk Voorburg Noord,2017,3
WK051829,Gemeente 's-Gravenhage, Wijk 29 Schildersbuurt,2017,1
WK051830,Gemeente 's-Gravenhage, Wijk 30 Transvaalkwartier,2017,1
WK051833,Gemeente 's-Gravenhage, Wijk 33 Bouwlust en Vrederust,2017,1
WK051834,Gemeente 's-Gravenhage, Wijk 34 Morgenstond,2017,1
WK051835,Gemeente 's-Gravenhage, Wijk 35 Zuiderpark,2017,1
WK051836,Gemeente 's-Gravenhage, Wijk 36 Moerwijk,2017,1
WK051837,Gemeente 's-Gravenhage, Wijk 37 Groente- en Fruitmarkt,2017,1
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2017,1
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2018,4
WK051802,Gemeente 's-Gravenhage, Wijk 02 Belgisch Park,2018,4
WK051804,Gemeente 's-Gravenhage, Wijk 04 Benoordenhout,2018,4
WK051805,Gemeente 's-Gravenhage, Wijk 05 Archipelbuurt,2018,4
WK051809,Gemeente 's-Gravenhage, Wijk 09 Geuzen- en Statenkwartier,2018,4
WK051810,Gemeente 's-Gravenhage, Wijk 10 Zorgvliet,2018,4
WK051812,Gemeente 's-Gravenhage, Wijk 12 Bomen- en Bloemenbuurt,2018,4
WK051813,Gemeente 's-Gravenhage, Wijk 13 Vogelwijk,2018,4
WK051819,Gemeente 's-Gravenhage, Wijk 19 Vruchtenbuurt,2018,4
WK051823,Gemeente 's-Gravenhage, Wijk 23 Willemspark,2018,4
WK051843,Gemeente 's-Gravenhage, Wijk 43 Forepark,2018,4
WK060301,Gemeente Rijswijk, Wijk 01,2018,4
WK060303,Gemeente Rijswijk, Wijk 03,2018,4
WK060311,Gemeente Rijswijk, Wijk 11,2018,4
WK191604,Gemeente Leidschendam-Voorburg, Wijk Stompwijk,2018,4
WK191612,Gemeente Leidschendam-Voorburg, Wijk Voorburg West / Park Leeuwenbergh,2018,4
WK191613,Gemeente Leidschendam-Voorburg, Wijk Voorburg Oud,2018,4
WK051803,Gemeente 's-Gravenhage, Wijk 03 Westbroekpark en Duttendel,2018,2
WK051806,Gemeente 's-Gravenhage, Wijk 06 Van Stolkpark en Scheveningse Bo,2018,2
WK051807,Gemeente 's-Gravenhage, Wijk 07 Scheveningen,2018,2
WK051808,Gemeente 's-Gravenhage, Wijk 08 Duindorp,2018,2
WK051814,Gemeente 's-Gravenhage, Wijk 14 Bohemen en Meer en Bos,2018,2
WK051815,Gemeente 's-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2018,2
WK051816,Gemeente 's-Gravenhage, Wijk 16 Kraayenstein en Vroondaal,2018,2
WK051817,Gemeente 's-Gravenhage, Wijk 17 Loosduinen,2018,2
WK051818,Gemeente 's-Gravenhage, Wijk 18 Waldeck,2018,2
WK051824,Gemeente 's-Gravenhage, Wijk 24 Haagse Bos,2018,2
WK051825,Gemeente 's-Gravenhage, Wijk 25 Mariahoeve en Marlot,2018,2
WK051832,Gemeente 's-Gravenhage, Wijk 32 Leyenburg,2018,2
WK060302,Gemeente Rijswijk, Wijk 02,2018,2
WK060304,Gemeente Rijswijk, Wijk 04,2018,2
WK060306,Gemeente Rijswijk, Wijk 06,2018,2
WK060307,Gemeente Rijswijk, Wijk 07,2018,2
WK060308,Gemeente Rijswijk, Wijk 08,2018,2
WK060309,Gemeente Rijswijk, Wijk 09,2018,2
WK062900,Gemeente Wassenaar, Wijk 00 Zuidwestelijk deel der gemeente,2018,2
WK062901,Gemeente Wassenaar, Wijk 01 Noordoostelijk deel der gemeente,2018,2
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2018,2
WK191602,Gemeente Leidschendam-Voorburg, Wijk Prinsenhof,2018,2
WK191603,Gemeente Leidschendam-Voorburg, Wijk 't Lien / De Rietvink,2018,2
WK191605,Gemeente Leidschendam-Voorburg, Wijk Leidschendam - Zuid en omgeving,2018,2
WK191606,Gemeente Leidschendam-Voorburg, Wijk De Heuvel / Amstelwijk,2018,2
WK191607,Gemeente Leidschendam-Voorburg, Wijk 07 Damsigt en omgeving,2018,2
WK191608,Gemeente Leidschendam-Voorburg, Wijk Essesteijn,2018,2
WK191609,Gemeente Leidschendam-Voorburg, Wijk Voorburg Midden,2018,2
WK191610,Gemeente Leidschendam-Voorburg, Wijk Bovenveen,2018,2
WK051811,Gemeente 's-Gravenhage, Wijk 11 Duinoord,2018,3
WK051820,Gemeente 's-Gravenhage, Wijk 20 Valkenboskwartier,2018,3
WK051821,Gemeente 's-Gravenhage, Wijk 21 Regentessekwartier,2018,3
WK051822,Gemeente 's-Gravenhage, Wijk 22 Zeeheldenkwartier,2018,3
WK051826,Gemeente 's-Gravenhage, Wijk 26 Bezuidenhout,2018,3
WK051827,Gemeente 's-Gravenhage, Wijk 27 Stationsbuurt,2018,3
WK051828,Gemeente 's-Gravenhage, Wijk 28 Centrum,2018,3
WK051831,Gemeente 's-Gravenhage, Wijk 31 Rustenburg en Oostbroek,2018,3
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2018,3
WK051840,Gemeente 's-Gravenhage, Wijk 40 Wateringse Veld,2018,3
WK051841,Gemeente 's-Gravenhage, Wijk 41 Hoornwijk,2018,3
WK051842,Gemeente 's-Gravenhage, Wijk 42 Ypenburg,2018,3
WK051844,Gemeente 's-Gravenhage, Wijk 44 Leidschenveen,2018,3
WK060305,Gemeente Rijswijk, Wijk 05,2018,3
WK060310,Gemeente Rijswijk, Wijk 10,2018,3
WK191611,Gemeente Leidschendam-Voorburg, Wijk Voorburg Noord,2018,3
WK051829,Gemeente 's-Gravenhage, Wijk 29 Schildersbuurt,2018,1
WK051830,Gemeente 's-Gravenhage, Wijk 30 Transvaalkwartier,2018,1
WK051833,Gemeente 's-Gravenhage, Wijk 33 Bouwlust en Vrederust,2018,1
WK051834,Gemeente 's-Gravenhage, Wijk 34 Morgenstond,2018,1
WK051835,Gemeente 's-Gravenhage, Wijk 35 Zuiderpark,2018,1
WK051836,Gemeente 's-Gravenhage, Wijk 36 Moerwijk,2018,1
WK051837,Gemeente 's-Gravenhage, Wijk 37 Groente- en Fruitmarkt,2018,1
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2018,1
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2019,4
WK051802,Gemeente 's-Gravenhage, Wijk 02 Belgisch Park,2019,4
WK051804,Gemeente 's-Gravenhage, Wijk 04 Benoordenhout,2019,4
WK051805,Gemeente 's-Gravenhage, Wijk 05 Archipelbuurt,2019,4
WK051806,Gemeente 's-Gravenhage, Wijk 06 Van Stolkpark en Scheveningse Bo,2019,4
WK051809,Gemeente 's-Gravenhage, Wijk 09 Geuzen- en Statenkwartier,2019,4
WK051810,Gemeente 's-Gravenhage, Wijk 10 Zorgvliet,2019,4
WK051812,Gemeente 's-Gravenhage, Wijk 12 Bomen- en Bloemenbuurt,2019,4
WK051813,Gemeente 's-Gravenhage, Wijk 13 Vogelwijk,2019,4
WK051816,Gemeente 's-Gravenhage, Wijk 16 Kraayenstein en Vroondaal,2019,4
WK051819,Gemeente 's-Gravenhage, Wijk 19 Vruchtenbuurt,2019,4
WK051823,Gemeente 's-Gravenhage, Wijk 23 Willemspark,2019,4
WK051843,Gemeente 's-Gravenhage, Wijk 43 Forepark,2019,4
WK060301,Gemeente Rijswijk, Wijk 01,2019,4
WK060303,Gemeente Rijswijk, Wijk 03,2019,4
WK060311,Gemeente Rijswijk, Wijk 11,2019,4
WK062900,Gemeente Wassenaar, Wijk 00 Zuidwestelijk deel der gemeente,2019,4
WK191604,Gemeente Leidschendam-Voorburg, Wijk Stompwijk,2019,4
WK191612,Gemeente Leidschendam-Voorburg, Wijk Voorburg West / Park Leeuwenbergh,2019,4
WK191613,Gemeente Leidschendam-Voorburg, Wijk Voorburg Oud,2019,4
WK051803,Gemeente 's-Gravenhage, Wijk 03 Westbroekpark en Duttendel,2019,2
WK051807,Gemeente 's-Gravenhage, Wijk 07 Scheveningen,2019,2
WK051808,Gemeente 's-Gravenhage, Wijk 08 Duindorp,2019,2
WK051814,Gemeente 's-Gravenhage, Wijk 14 Bohemen en Meer en Bos,2019,2
WK051815,Gemeente 's-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2019,2
WK051817,Gemeente 's-Gravenhage, Wijk 17 Loosduinen,2019,2
WK051818,Gemeente 's-Gravenhage, Wijk 18 Waldeck,2019,2
WK051824,Gemeente 's-Gravenhage, Wijk 24 Haagse Bos,2019,2
WK051825,Gemeente 's-Gravenhage, Wijk 25 Mariahoeve en Marlot,2019,2
WK051832,Gemeente 's-Gravenhage, Wijk 32 Leyenburg,2019,2
WK060302,Gemeente Rijswijk, Wijk 02,2019,2
WK060304,Gemeente Rijswijk, Wijk 04,2019,2
WK060306,Gemeente Rijswijk, Wijk 06,2019,2
WK060307,Gemeente Rijswijk, Wijk 07,2019,2
WK060308,Gemeente Rijswijk, Wijk 08,2019,2
WK060309,Gemeente Rijswijk, Wijk 09,2019,2
WK062901,Gemeente Wassenaar, Wijk 01 Noordoostelijk deel der gemeente,2019,2
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2019,2
WK191602,Gemeente Leidschendam-Voorburg, Wijk Prinsenhof,2019,2
WK191603,Gemeente Leidschendam-Voorburg, Wijk 't Lien / De Rietvink,2019,2
WK191605,Gemeente Leidschendam-Voorburg, Wijk Leidschendam - Zuid en omgeving,2019,2
WK191606,Gemeente Leidschendam-Voorburg, Wijk De Heuvel / Amstelwijk,2019,2
WK191607,Gemeente Leidschendam-Voorburg, Wijk 07 Damsigt en omgeving,2019,2
WK191608,Gemeente Leidschendam-Voorburg, Wijk Essesteijn,2019,2
WK191609,Gemeente Leidschendam-Voorburg, Wijk Voorburg Midden,2019,2
WK051811,Gemeente 's-Gravenhage, Wijk 11 Duinoord,2019,3
WK051820,Gemeente 's-Gravenhage, Wijk 20 Valkenboskwartier,2019,3
WK051821,Gemeente 's-Gravenhage, Wijk 21 Regentessekwartier,2019,3
WK051822,Gemeente 's-Gravenhage, Wijk 22 Zeeheldenkwartier,2019,3
WK051826,Gemeente 's-Gravenhage, Wijk 26 Bezuidenhout,2019,3
WK051827,Gemeente 's-Gravenhage, Wijk 27 Stationsbuurt,2019,3
WK051828,Gemeente 's-Gravenhage, Wijk 28 Centrum,2019,3
WK051831,Gemeente 's-Gravenhage, Wijk 31 Rustenburg en Oostbroek,2019,3
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2019,3
WK051840,Gemeente 's-Gravenhage, Wijk 40 Wateringse Veld,2019,3
WK051841,Gemeente 's-Gravenhage, Wijk 41 Hoornwijk,2019,3
WK051842,Gemeente 's-Gravenhage, Wijk 42 Ypenburg,2019,3
WK051844,Gemeente 's-Gravenhage, Wijk 44 Leidschenveen,2019,3
WK060305,Gemeente Rijswijk, Wijk 05,2019,3
WK060310,Gemeente Rijswijk, Wijk 10,2019,3
WK191610,Gemeente Leidschendam-Voorburg, Wijk Bovenveen,2019,3
WK191611,Gemeente Leidschendam-Voorburg, Wijk Voorburg Noord,2019,3
WK051829,Gemeente 's-Gravenhage, Wijk 29 Schildersbuurt,2019,1
WK051830,Gemeente 's-Gravenhage, Wijk 30 Transvaalkwartier,2019,1
WK051833,Gemeente 's-Gravenhage, Wijk 33 Bouwlust en Vrederust,2019,1
WK051834,Gemeente 's-Gravenhage, Wijk 34 Morgenstond,2019,1
WK051835,Gemeente 's-Gravenhage, Wijk 35 Zuiderpark,2019,1
WK051836,Gemeente 's-Gravenhage, Wijk 36 Moerwijk,2019,1
WK051837,Gemeente 's-Gravenhage, Wijk 37 Groente- en Fruitmarkt,2019,1
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2019,1
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2020,4
WK051802,Gemeente 's-Gravenhage, Wijk 02 Belgisch Park,2020,4
WK051804,Gemeente 's-Gravenhage, Wijk 04 Benoordenhout,2020,4
WK051805,Gemeente 's-Gravenhage, Wijk 05 Archipelbuurt,2020,4
WK051806,Gemeente 's-Gravenhage, Wijk 06 Van Stolkpark en Scheveningse Bo,2020,4
WK051809,Gemeente 's-Gravenhage, Wijk 09 Geuzen- en Statenkwartier,2020,4
WK051810,Gemeente 's-Gravenhage, Wijk 10 Zorgvliet,2020,4
WK051811,Gemeente 's-Gravenhage, Wijk 11 Duinoord,2020,4
WK051812,Gemeente 's-Gravenhage, Wijk 12 Bomen- en Bloemenbuurt,2020,4
WK051813,Gemeente 's-Gravenhage, Wijk 13 Vogelwijk,2020,4
WK051816,Gemeente 's-Gravenhage, Wijk 16 Kraayenstein en Vroondaal,2020,4
WK051819,Gemeente 's-Gravenhage, Wijk 19 Vruchtenbuurt,2020,4
WK051823,Gemeente 's-Gravenhage, Wijk 23 Willemspark,2020,4
WK051824,Gemeente 's-Gravenhage, Wijk 24 Haagse Bos,2020,4
WK051843,Gemeente 's-Gravenhage, Wijk 43 Forepark,2020,4
WK060301,Gemeente Rijswijk, Wijk 01,2020,4
WK060303,Gemeente Rijswijk, Wijk 03,2020,4
WK060311,Gemeente Rijswijk, Wijk 11,2020,4
WK062900,Gemeente Wassenaar, Wijk 00 Zuidwestelijk deel der gemeente,2020,4
WK191604,Gemeente Leidschendam-Voorburg, Wijk Stompwijk,2020,4
WK191612,Gemeente Leidschendam-Voorburg, Wijk Voorburg West / Park Leeuwenbergh,2020,4
WK191613,Gemeente Leidschendam-Voorburg, Wijk Voorburg Oud,2020,4
WK051803,Gemeente 's-Gravenhage, Wijk 03 Westbroekpark en Duttendel,2020,2
WK051807,Gemeente 's-Gravenhage, Wijk 07 Scheveningen,2020,2
WK051808,Gemeente 's-Gravenhage, Wijk 08 Duindorp,2020,2
WK051814,Gemeente 's-Gravenhage, Wijk 14 Bohemen en Meer en Bos,2020,2
WK051815,Gemeente 's-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2020,2
WK051817,Gemeente 's-Gravenhage, Wijk 17 Loosduinen,2020,2
WK051818,Gemeente 's-Gravenhage, Wijk 18 Waldeck,2020,2
WK051825,Gemeente 's-Gravenhage, Wijk 25 Mariahoeve en Marlot,2020,2
WK051832,Gemeente 's-Gravenhage, Wijk 32 Leyenburg,2020,2
WK060302,Gemeente Rijswijk, Wijk 02,2020,2
WK060304,Gemeente Rijswijk, Wijk 04,2020,2
WK060306,Gemeente Rijswijk, Wijk 06,2020,2
WK060307,Gemeente Rijswijk, Wijk 07,2020,2
WK060308,Gemeente Rijswijk, Wijk 08,2020,2
WK060309,Gemeente Rijswijk, Wijk 09,2020,2
WK062901,Gemeente Wassenaar, Wijk 01 Noordoostelijk deel der gemeente,2020,2
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2020,2
WK191602,Gemeente Leidschendam-Voorburg, Wijk Prinsenhof,2020,2
WK191603,Gemeente Leidschendam-Voorburg, Wijk 't Lien / De Rietvink,2020,2
WK191605,Gemeente Leidschendam-Voorburg, Wijk Leidschendam - Zuid en omgeving,2020,2
WK191606,Gemeente Leidschendam-Voorburg, Wijk De Heuvel / Amstelwijk,2020,2
WK191607,Gemeente Leidschendam-Voorburg, Wijk 07 Damsigt en omgeving,2020,2
WK191608,Gemeente Leidschendam-Voorburg, Wijk Essesteijn,2020,2
WK191609,Gemeente Leidschendam-Voorburg, Wijk Voorburg Midden,2020,2
WK191610,Gemeente Leidschendam-Voorburg, Wijk Bovenveen,2020,2
WK051820,Gemeente 's-Gravenhage, Wijk 20 Valkenboskwartier,2020,3
WK051821,Gemeente 's-Gravenhage, Wijk 21 Regentessekwartier,2020,3
WK051822,Gemeente 's-Gravenhage, Wijk 22 Zeeheldenkwartier,2020,3
WK051826,Gemeente 's-Gravenhage, Wijk 26 Bezuidenhout,2020,3
WK051827,Gemeente 's-Gravenhage, Wijk 27 Stationsbuurt,2020,3
WK051828,Gemeente 's-Gravenhage, Wijk 28 Centrum,2020,3
WK051831,Gemeente 's-Gravenhage, Wijk 31 Rustenburg en Oostbroek,2020,3
WK051838,Gemeente 's-Gravenhage, Wijk 38 Laakkwartier en Spoorwijk,2020,3
WK051839,Gemeente 's-Gravenhage, Wijk 39 Binckhorst,2020,3
WK051840,Gemeente 's-Gravenhage, Wijk 40 Wateringse Veld,2020,3
WK051841,Gemeente 's-Gravenhage, Wijk 41 Hoornwijk,2020,3
WK051842,Gemeente 's-Gravenhage, Wijk 42 Ypenburg,2020,3
WK051844,Gemeente 's-Gravenhage, Wijk 44 Leidschenveen,2020,3
WK060305,Gemeente Rijswijk, Wijk 05,2020,3
