WKC,GMN,Wijknaam,YEAR,AGE_MEAN,Person_in_Household_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN,AGE_SD,Person_in_Household_SD,Income_SD,Moving_Count_SD,Lifeevents_Count_SD,UniqueMed_Count_SD,ZVWKOSTENTOTAAL_SD,ZVWKHUISARTS_SD,ZVWKHUISARTS_NO_REG_SD,ZVWKZIEKENHUIS_SD,ZVWKFARMACIE_SD,ZVWKOSTENPSYCHO_SD
WK062901,Gemeente Wassenaar, Wijk Wijk 01 Noordoostelijk deel der gemeente,2021,44.4110038194878,3.07855048177629,45463.2221474077,1.00574176767925,2.46459991621282,4.13637091607944,,,,,,,24.9881450737464,2.76397250565416,61813.4466873331,0.0787391479181527,0.949325450620758,3.59778858083304,,,,,,
WK062901,Gemeente Wassenaar, Wijk Wijk 01 Noordoostelijk deel der gemeente,2022,44.3115711412161,3.19855967078189,48308.2871853547,1.00117033208173,2.5283950617284,4.19581975681475,,,,,,,24.9956362307434,3.46645910633477,95407.6412312928,0.035588647627455,1.26431555478801,3.6289022881332,,,,,,
WK1916--,Gemeente Leidschendam-Voorburg, Wijk onbekend,2009,25.5703969858023,0.0,0.0,1.0,0.0,4.0,3241.62396539947,187.302159653547,131.47075155754703,1720.8741249326897,385.3832899647999,540.806914838187,16.0780430309841,0.0,0.0,0.0,0.0,2.58198889747161,3529.2935885598267,142.3941718001188,142.18154009742798,2477.785940052704,727.774673972158,1324.7009907223533
WK1916--,Gemeente Leidschendam-Voorburg, Wijk onbekend,2010,26.5703969858023,0.0,0.0,1.0,0.0,7.5,7885.787424473143,171.83244648268965,112.11043996845,6577.059782016287,361.09551622129965,29.06918102823,16.0780430309841,0.0,0.0,0.0,0.0,6.36396103067893,18572.122752545227,185.63679670626198,185.5351952731636,15882.448536887478,749.1783468110893,71.20466075975675
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2009,48.4627481503924,4.41465594280608,0.0,1.02626109956546,2.42001787310098,4.45957334737951,2691.397160961393,131.58516798237125,76.18418618596398,1456.4377961520563,445.9751414177496,387.1694504615717,24.2872229992565,7.93982284437905,0.0,0.167993419385974,0.854636727083239,3.72546573876502,9807.700041570793,107.05107782623347,103.7793092867578,4802.830546487701,3143.5915811130917,7295.890281316432
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2010,48.9884271758311,2.77759056444819,0.0,1.02850038255547,2.46840775063185,4.59374164215031,2750.048929243876,130.27951095258888,62.58252476772849,1464.1461363437768,455.793803268777,431.2332678768933,24.3487862965214,1.45340326003088,0.0,0.177537867709595,0.998128641356092,3.8038410072391,9336.770462203254,108.65975588261115,101.37734972561661,4800.686001314672,3150.816979605501,6861.245655168332
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2011,49.3468277589464,2.76990376202975,33774.6812637473,1.02750338950223,2.41119860017498,4.68689057421452,2854.5259947856493,143.369443326497,70.5399570666585,1543.4165997809785,470.4181333261339,385.3985238685553,24.3454198450218,1.41621974354568,23531.0971418926,0.173894091654927,0.951879262972199,3.89012064188899,8430.060225350091,106.1436152139652,98.29289821398375,4719.019788640741,3306.9849222728776,5382.630555037346
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2012,49.6314450374363,2.75281954887218,34490.6700282372,1.0255111976631,2.41541353383459,4.62229437229437,2896.470580147227,136.52388550405678,68.86977708247153,1848.5138523486044,422.6207827555168,219.46176821098885,24.4532842015502,1.41686905282182,25530.896320735,0.167277306105551,0.884903818322193,3.88991698008689,9225.230757202908,97.73673046963722,89.95966989536176,7434.124855113903,3390.438434825213,2782.9251740347804
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2013,49.2630038960372,4.61594202898551,34261.9208400646,1.02540904716073,2.82246376811594,4.56829862050311,3157.2964043074116,140.0867993516648,72.44714605212675,1785.0959072807893,366.91928889647704,487.0349638109251,24.719940457227,9.23350551710683,23953.0200706875,0.170305172289806,1.92073263885067,3.81232495866438,10091.11273908395,99.51292086751285,92.46699933702016,6208.856461321855,3186.897099931051,5906.827776562496
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2014,49.249819103499,3.95797598627787,35774.5230769231,1.02320230105465,2.73156089193825,4.59657701711491,2982.8595992065534,149.2955009409529,79.72544243684321,1749.0283415459805,356.73485413167816,356.0494151713905,24.9331817708427,6.11863689435126,27411.2151276428,0.163974724616563,1.73551109568386,3.87718791214602,9295.19602846092,120.39528323858163,113.94458355401748,6349.309314608221,3192.7403092988875,4742.682561057919
WK191601,Gemeente Leidschendam-Voorburg, Wijk De Zijde / Duivenvoorde / Park Veursehou,2015,49.057661022847,3.6742364917776,35208.0015857284,1.02125658389767,2.5912294440094,4.62766524520256,3173.487830475294,152.54135888615247,81.08573749844837,1721.2481057918917,376.56779492649304,292.27440547083916,25.0433434176944,5.02364958543029,22336.7585666246,0.154334066086404,1.23196130608743,3.92772780122274,10844.471110559192,122.25155345584832,115.53533005221898,6175.92240603742,2915.3293560254638,6358.897575158929
