WKC,gem_name,WKN,YEAR,AGE_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN
WK178304,Westland,'s-Gravenzande,2009,38.6253443657389,,0.062674984036544,0.088314750233312,3.70046748246941,1975.4338507967475,135.9902734157116,81.11555816394116,1095.5863034296763,318.7677795787442,163.62404420608135
WK178304,Westland,'s-Gravenzande,2010,38.8622075751201,,0.0688418259544985,0.123188049727286,3.7924360552592,2015.9086860276916,137.77352259620102,74.47378224514401,1148.2606144195572,329.74105621738096,143.81489848799683
WK178304,Westland,'s-Gravenzande,2011,39.0570488025545,28975.1822781006,0.0768709786657636,0.14029316433651,3.89478480302818,2013.2121695437636,141.98231847307727,74.66337752979479,1110.175646638234,328.1085204173902,181.32483861138002
WK178304,Westland,'s-Gravenzande,2012,39.2563219825341,29052.7905828932,0.0854709035222052,0.16385911179173,3.79994405985595,1958.5578076746829,138.59894746271235,77.32650060285674,1122.689080075805,297.69004119920356,142.62989061674196
WK178304,Westland,'s-Gravenzande,2013,39.3085981126118,29198.3433870181,0.0953899545092154,0.185621160249496,3.76426174496644,1989.2557128156923,136.79046046602863,75.73654876838074,1151.2887709299168,250.18072817121174,173.2239362214253
WK178304,Westland,'s-Gravenzande,2014,39.5072270084954,31445.1196832907,0.0950462962962963,0.194490740740741,3.74959646290968,1948.2810115140874,140.53570048161185,78.09678751871724,1150.0667454860572,241.35548573747744,150.21760010560487
WK178304,Westland,'s-Gravenzande,2015,39.7452217247615,30723.3296121644,0.0896819526627219,0.193417159763314,3.83095288850991,2044.5997348478345,150.2068029193012,86.17375475202932,1168.1379993078397,237.86319898177715,102.23412097146165
WK178304,Westland,'s-Gravenzande,2016,39.9028138770804,32686.4117900172,0.105701149425287,0.217103448275862,3.79625159733068,2149.961365421094,154.38990860120813,89.14715805673279,1244.2293978998205,240.37476830182325,108.15789478122531
WK178304,Westland,'s-Gravenzande,2017,40.2794313771749,33749.0614412728,0.122372236317506,0.250679594055817,3.84917662025585,2151.301224043161,153.9197305268766,87.0252526174311,1248.3984253315514,240.76631376640023,91.21644601376308
WK178304,Westland,'s-Gravenzande,2018,40.3856347877125,34664.1207344214,0.100729078141074,0.215100415977099,3.855165798849,2260.133196665323,163.03691174585379,96.05876609312553,1314.6152028378615,243.3155462752733,119.72273100172436
WK178304,Westland,'s-Gravenzande,2019,40.5395573873189,39275.8240076737,0.0972651080723423,0.217159241288046,3.82922368242786,2169.4610550333005,160.01223085248355,91.88197339435519,1215.8869222345327,256.92611644382265,121.89522700781468
WK178304,Westland,'s-Gravenzande,2020,40.7200556322806,37847.8569251457,0.100370612600828,0.217614998909963,3.75291909924937,2125.81387895519,156.235674029274,88.1783377158436,1175.63067315278,265.456761328775,131.032201332282
WK178304,Westland,'s-Gravenzande,2021,40.598087421511,39289.3347370268,0.103945242751467,0.220431936059859,3.7833311090351,,,,,,
WK178304,Westland,'s-Gravenzande,2022,40.6590831782085,40606.6406379363,0.0795137587943882,0.179801007451813,3.8365378390626,,,,,,
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2009,42.7446628018845,,0.0876310272536688,0.121313766596785,4.06375331063186,2200.832986893716,125.64496062561555,70.7365734028623,1266.2024629513164,336.1996026427523,254.42270564741858
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2010,43.0462465594627,,0.10258199581298,0.158408932309839,4.13244159758855,2165.4909001289393,120.2680587029112,56.87757887542947,1279.5669726807964,313.8982192747227,206.1553330328033
