wijkcode,wijknaam,gemnr,gemnaam,Totale bevolking,Bevolking 19 jaar en ouder,Bevolking 65 jaar en ouder,% eenzaam*,% ernstig eenzaam*,% sociaal eenzaam*,% emotioneel eenzaam*,% 75 jaar en ouder,% eenpersoons huishoudens,% verweduwd,% niet-westers allochtonen,% met beperking*,% met langdurige aandoening*,% met voldoende regie over het eigen leven*,% met goede ervaren gezondheid*
WK011450,Wijk 50 Barger-Oosterveld,114,Emmen,3090,2448,195,39,8,41,25,,22,5,1,15,34,91,78
WK011451,Wijk 51 Kern Emmen Noord,114,Emmen,1600,1284,107,40,8,42,25,,22,4,1,16,36,90,77
WK011452,Wijk 52 Kern Emmen Zuid,114,Emmen,1450,1230,139,39,8,41,25,,25,6,3,14,34,91,79
WK011453,Wijk 53 Kern Emmen Industrieterreinen,114,Emmen,45,,47,43,9,44,30,,25,,,17,36,88,75
WK011850,Wijk 50 Hoogeveen,118,Hoogeveen,25025,19918,3038,46,10,46,33,,41,8,6,23,40,87,71
WK011851,Wijk 51 De Weide,118,Hoogeveen,14155,10748,813,40,8,42,28,,24,4,6,16,34,91,79
WK011852,Wijke 52 Fluitenberg,118,Hoogeveen,470,368,22,37,5,39,21,,19,3,1,12,31,93,83
WK011853,Wijk 53 Elim,118,Hoogeveen,2380,1810,163,40,8,41,26,,25,5,1,17,36,89,77
WK011854,Wijk 54 Hollandscheveld,118,Hoogeveen,4390,3335,363,41,8,41,27,,27,7,1,18,36,89,76
WK011855,Wijk 55 Noordscheschut,118,Hoogeveen,2125,1604,133,39,7,40,25,,23,4,1,14,33,92,80
WK011856,Wijk 56 Nieuwlande,118,Hoogeveen,1340,1048,88,38,6,38,24,,25,5,0,14,33,91,80
WK011857,Wijk 57 Nieuweroord,118,Hoogeveen,945,713,35,37,6,39,23,,18,3,1,12,31,93,81
WK011858,Wijk 58 Tiendeveen,118,Hoogeveen,640,491,46,40,6,41,25,,24,6,2,16,35,91,77
WK011859,Wijk 59 Stuifzand,118,Hoogeveen,600,462,39,38,6,40,22,,20,4,1,13,33,92,81
WK011860,Wijk 60 Pesse,118,Hoogeveen,1795,1424,184,39,6,40,25,,28,6,1,15,34,92,79
WK011861,Wijk 61 Zuideropgaande Nieuw Moscou,118,Hoogeveen,580,446,30,37,6,38,23,,22,5,1,13,31,92,81
WK011862,Wijk 62 Industrie- en verspreide gebieden,118,Hoogeveen,780,529,15,37,7,38,24,,20,2,3,10,29,93,84
WK011900,Centrum,119,Meppel,5820,4943,760,45,10,45,32,,49,9,4,20,36,88,74
WK011901,Watertoren,119,Meppel,385,334,18,47,12,48,34,,41,5,7,19,35,88,74
WK011902,Haveltermade,119,Meppel,4110,3284,294,48,14,48,36,,48,4,14,21,37,86,70
WK011903,Koedijkslanden,119,Meppel,6155,4954,762,45,11,46,32,,34,8,8,22,38,87,72
WK011904,Berggierslanden,119,Meppel,3195,1987,16,33,6,36,22,,7,1,3,7,24,95,88
WK011905,Ezinge,119,Meppel,715,565,55,47,12,47,34,,41,6,5,22,38,86,72
WK011906,Oosterboer,119,Meppel,7530,5671,368,40,8,41,26,,24,4,3,15,34,91,80
WK011907,Nieuwveenselanden,119,Meppel,475,413,11,37,7,39,26,,30,2,3,9,26,93,85
WK011908,Blankenstein,119,Meppel,50,,43,37,7,41,22,,10,2,0,12,33,92,82
WK011909,Industrieterrein Noord,119,Meppel,65,,54,44,9,46,28,,26,2,0,16,37,89,78
WK011910,Industrie Oevers,119,Meppel,105,,87,42,9,44,26,,40,3,2,13,32,91,80
WK011911,Verspreid gebied Meppel,119,Meppel,110,87,11,41,7,41,27,,19,5,0,12,30,92,82
WK011912,Nijeveen,119,Meppel,3740,2792,286,39,7,41,25,,26,5,2,14,32,91,80
WK011913,Rogat,119,Meppel,320,252,19,39,6,40,23,,18,2,1,13,29,92,82
WK014000,Wijk 00 Zuid,140,Littenseradiel,3975,3006,351,40,7,42,26,,29,6,2,12,31,91,80
WK014001,Wijk 01 Noord,140,Littenseradiel,1220,923,77,39,6,41,23,,25,3,1,9,30,93,82
WK014002,Wijk 02 Mantgum,140,Littenseradiel,1175,872,58,38,6,40,23,,21,4,3,9,31,93,83
WK014003,Wijk 03,140,Littenseradiel,2830,2149,154,39,7,42,24,,27,4,1,10,30,93,82
WK014004,Wijk 04,140,Littenseradiel,1630,1227,126,40,7,42,25,,31,5,1,12,31,92,81
WK014110,Wijk 10 Binnenstad,141,Almelo,5300,4620,726,50,13,47,40,,57,10,9,25,41,86,67
WK014111,Wijk 11 De Riet,141,Almelo,6925,5458,552,48,12,45,36,,38,6,16,24,39,87,68
WK014112,Wijk 12 Noorderkwartier,141,Almelo,5300,4145,588,41,9,40,30,,37,8,7,18,35,90,76
WK014113,Wijk 13 Sluitersveld,141,Almelo,5860,4581,424,43,10,42,32,,35,5,9,19,37,89,73
WK014114,Wijk 14 Wierdense Hoek,141,Almelo,6670,5269,746,50,13,47,37,,40,8,34,27,41,86,66
WK014115,Wijk 15 Nieuwstraat-Kwartier,141,Almelo,3190,2496,164,54,16,51,41,,37,4,30,30,43,84,62
WK014116,Wijk 16 Ossenkoppelerhoek,141,Almelo,7150,5507,432,51,14,47,39,,39,5,28,25,39,86,67
WK014117,Wijk 17 Hofkamp,141,Almelo,3635,2765,372,39,7,38,28,,32,7,5,17,34,91,78
WK014118,Wijk 18 Schelfhorst,141,Almelo,11120,8608,952,43,9,42,31,,28,6,13,21,38,89,73
WK014119,Wijk 19 Windmolenbroek,141,Almelo,13930,10367,483,38,7,38,26,,23,3,11,14,33,93,80
WK014120,Wijk 20 Aadorp,141,Almelo,1535,1154,140,34,5,36,22,,21,4,1,15,33,93,81
WK014121,Wijk 21 Bornerbroek,141,Almelo,1800,1383,144,31,5,33,21,,21,6,0,14,30,93,83
WK014700,Wijk 00 Borne,147,Borne,20180,15871,1823,39,7,38,28,,28,6,5,15,34,91,78
WK014701,Wijk 01 Buitengebied Borne,147,Borne,2160,1652,155,33,5,35,22,,20,4,1,13,29,93,82
WK014800,Wijk 00 Dalfsen (kern),148,Dalfsen,8665,6729,882,38,7,39,25,,28,6,3,14,34,91,79
WK014801,Wijk 01 Dalfsen - buitengebied,148,Dalfsen,2610,1982,208,35,5,37,20,,23,5,1,11,31,93,82
WK014802,Wijk 02 Oudleusen,148,Dalfsen,1250,944,97,36,6,38,22,,25,5,1,12,31,92,81
WK014803,Wijk 03 Hoonhorst,148,Dalfsen,1130,865,77,33,5,35,21,,22,4,1,11,30,93,83
WK014804,Wijk 04 Lenthe-2,148,Dalfsen,65,,49,33,4,36,20,,9,1,0,10,29,93,83
WK014805,Wijk 05 Kluinhaar,148,Dalfsen,20,,10,30,4,35,17,,,,,7,24,92,84
WK014806,Wijk 06 Lemelerveld,148,Dalfsen,4745,3636,325,35,6,37,23,,23,5,1,13,31,92,81
WK014807,Wijk 07 Leusenerveld,148,Dalfsen,9425,7299,809,37,8,40,24,,26,6,2,14,32,92,80
WK015001,Wijk 1 Binnenstad,150,Deventer,7750,6810,619,45,13,43,36,,56,5,9,16,38,89,75
WK015002,Wijk 2 De Hoven,150,Deventer,2365,1793,119,37,7,38,27,,25,4,3,11,34,93,81
WK015003,Wijk 3 Zandweerd,150,Deventer,11800,9450,831,44,11,42,34,,45,5,11,17,38,89,74
WK015004,Wijk 4 Voorstad,150,Deventer,10750,8538,395,48,14,45,39,,46,3,25,20,39,87,71
WK015005,Wijk 5 Borgele en Platvoet,150,Deventer,5265,4248,796,47,12,45,36,,42,9,12,24,44,86,69
WK015006,Wijk 6 Keizerslanden,150,Deventer,10125,8256,1305,50,14,46,40,,48,8,19,25,43,85,67
WK015007,Wijk 7 Rivierenwijk en Bergweide,150,Deventer,4435,3651,184,53,15,48,44,,44,4,39,23,37,87,68
WK015008,Wijk 8 Colmschate-Noord,150,Deventer,6220,4657,212,42,10,42,31,,29,3,9,15,37,91,77
WK015009,Wijk 9 Colmschate-Vijfhoek,150,Deventer,12610,8517,329,38,7,39,27,,17,2,11,11,33,94,81
WK015010,Wijk 10 Colmschate-Zuid,150,Deventer,9575,7606,807,41,9,41,30,,27,6,6,17,39,91,77
WK015011,Wijk 11 Diepenveen,150,Deventer,4570,3639,588,38,6,38,26,,24,7,2,15,38,91,79
WK015012,Wijk 12 Schalkhaar,150,Deventer,5815,4177,581,40,7,39,28,,24,5,12,15,36,91,78
WK015013,Wijk 13 Okkenbroek,150,Deventer,290,224,22,37,6,39,26,,33,6,1,15,33,91,79
WK015014,Wijk 14 Lettele,150,Deventer,1690,1304,115,34,5,36,22,,23,4,1,11,31,92,82
WK015015,Wijk 15 Bathmen,150,Deventer,5605,4316,581,36,6,37,24,,25,7,1,14,35,92,80
WK015300,Wijk 00 Binnensingelgebied,153,Enschede,25040,21346,1844,50,14,46,41,,62,5,16,20,35,88,72
WK015301,Wijk 01 Hogeland - Velve,153,Enschede,12525,9739,849,45,11,43,34,,38,5,11,20,36,90,74
WK015302,Wijk 02 Boswinkel - Stadsveld,153,Enschede,22505,17804,1413,48,13,45,37,,43,5,17,22,36,87,71
WK015303,Wijk 03 Twekkelerveld - T.H.T.,153,Enschede,9370,7601,621,48,13,44,37,,48,5,14,19,36,88,72
WK015304,Wijk 04 Enschede-Noord,153,Enschede,19770,16158,1475,48,12,44,37,,55,5,18,18,34,88,74
WK015305,Wijk 05 Ribbelt - Stokhorst,153,Enschede,8670,6947,693,44,10,42,32,,38,5,8,18,36,90,75
WK015306,Wijk 06 Enschede-Zuid,153,Enschede,33820,25959,2728,48,12,45,37,,33,6,25,25,40,86,68
WK015307,Wijk 07 Bedrijfsterreinen Enschede-West,153,Enschede,270,239,16,42,9,42,31,,50,6,6,14,33,92,79
WK015308,Wijk 08 Glanerbrug en omgeving,153,Enschede,17275,12713,914,41,9,40,30,,27,4,9,18,35,91,76
WK015309,Wijk 09 Landelijk gebied en kernen,153,Enschede,9100,7324,886,36,6,37,24,,28,6,2,15,33,92,80
WK015800,Wijk 00 Haaksbergen (dorp),158,Haaksbergen,17615,13767,1752,39,8,39,28,,27,7,6,17,35,91,77
WK015801,Wijk 01 Haaksbergen (buitengebied),158,Haaksbergen,2570,1937,195,33,5,35,23,,21,5,2,14,30,93,82
WK015802,Wijk 02 Sint Isidorushoeve,158,Haaksbergen,1195,926,99,31,4,34,21,,18,5,1,14,29,93,83
WK015803,Wijk 03 Buurse,158,Haaksbergen,1405,1156,129,34,6,37,23,,25,7,1,14,31,92,80
WK015804,Wijk 04 Rietmolen,158,Haaksbergen,240,177,25,32,5,35,23,,21,5,0,14,31,91,80
WK015805,Wijk 05 Hengevelde,158,Haaksbergen,155,111,15,32,4,34,21,,20,8,0,14,29,92,81
WK015806,Wijk 06 Beckum,158,Haaksbergen,170,125,12,30,4,33,19,,20,4,1,11,28,93,82
WK015809,Wijk 09 Haaksbergen-kern,158,Haaksbergen,975,875,125,46,11,43,37,,52,8,8,20,37,89,72
WK016001,Ane,160,Hardenberg,545,417,34,33,4,36,20,,16,3,1,11,30,92,83
WK016002,Anerveen,160,Hardenberg,165,,131,33,5,36,20,,20,3,0,10,28,91,83
WK016003,Anevelde,160,Hardenberg,40,,29,37,4,41,20,,8,,,11,29,91,83
WK016004,Balkbrug,160,Hardenberg,3775,2928,277,37,7,39,23,,25,5,2,13,32,91,80
WK016005,Bergentheim,160,Hardenberg,3400,2541,214,35,6,36,22,,22,5,1,14,33,91,80
WK016006,Brucht,160,Hardenberg,285,229,19,33,4,36,19,,19,4,1,11,32,92,83
WK016007,Collendoorn,160,Hardenberg,350,269,27,34,5,36,20,,21,5,0,11,29,92,84
WK016008,De Krim,160,Hardenberg,2255,1703,125,37,7,38,24,,25,5,1,15,35,90,78
WK016009,Dedemsvaart,160,Hardenberg,12390,9486,952,39,7,40,27,,28,5,3,15,36,90,78
WK016010,Den Velde,160,Hardenberg,195,,154,36,5,37,23,,21,4,0,13,33,91,81
WK016011,Diffelen,160,Hardenberg,130,100,22,36,5,37,21,,23,6,0,16,37,89,79
WK016012,Gramsbergen,160,Hardenberg,3120,2391,306,37,7,38,25,,26,7,2,16,37,90,78
WK016013,Heemserveen,160,Hardenberg,310,226,21,33,4,36,20,,19,6,0,12,31,92,83
WK016014,Holtheme,160,Hardenberg,190,148,13,31,4,35,18,,13,2,1,9,28,92,84
WK016015,Holthone,160,Hardenberg,75,,55,33,5,37,21,,23,4,0,11,29,91,83
WK016016,Hoogenweg,160,Hardenberg,410,321,29,32,4,34,20,,17,3,0,10,31,93,83
WK016017,Kloosterhaar,160,Hardenberg,1475,1132,83,36,6,38,23,,21,4,1,16,36,90,78
WK016018,Loozen,160,Hardenberg,190,146,12,34,4,38,17,,10,2,0,9,32,93,84
WK016019,Lutten,160,Hardenberg,2045,1593,124,36,5,38,22,,23,5,1,13,33,90,80
WK016020,Marienberg,160,Hardenberg,920,653,49,32,4,33,20,,20,4,1,11,29,93,83
WK016021,Radewijk,160,Hardenberg,625,495,47,33,4,36,20,,18,4,1,12,33,91,82
WK016022,Rheeze,160,Hardenberg,285,213,25,32,4,34,19,,16,5,1,11,30,92,82
WK016023,Rheezerveen,160,Hardenberg,635,486,39,36,6,38,23,,25,3,1,13,34,90,79
WK016024,Schuinesloot,160,Hardenberg,1000,744,77,36,6,37,22,,19,5,0,13,32,91,82
WK016025,Sibculo,160,Hardenberg,1445,1085,78,35,5,36,22,,18,5,0,14,34,91,80
WK016026,Slagharen,160,Hardenberg,3010,2299,235,39,7,39,26,,30,6,1,16,34,89,78
WK016027,Venebrugge,160,Hardenberg,115,,81,33,4,36,19,,11,2,2,10,32,91,84
WK016028,Hardenberg,160,Hardenberg,19185,14651,1657,39,7,39,27,,31,5,3,16,38,89,77
WK016029,Bruchterveld,160,Hardenberg,1075,827,54,34,4,36,20,,22,5,0,12,34,91,82
WK016301,Wijk 01 Hellendoorn,163,Hellendoorn,4175,3255,455,36,6,36,25,,26,8,2,18,36,91,79
WK016302,Wijk 02 Nijverdal Noord,163,Hellendoorn,1750,1392,137,33,5,35,23,,22,6,1,13,32,94,82
WK016303,Wijk 03 Nijverdal West,163,Hellendoorn,6145,5226,1022,39,7,39,28,,37,11,2,20,37,90,75
WK016304,Wijk 04 Nijverdal Oost,163,Hellendoorn,9005,7015,644,39,8,39,28,,28,5,5,17,35,91,76
WK016305,Wijk 05 Buitengebied,163,Hellendoorn,5350,4175,457,32,5,35,21,,21,6,1,15,30,92,82
WK016306,Wijk 06 Kruidenwijk,163,Hellendoorn,6770,4904,194,34,6,35,24,,20,2,3,12,30,93,82
WK016307,Wijk 07 Haarle,163,Hellendoorn,1115,877,110,33,5,35,23,,25,7,0,17,32,91,80
WK016308,Wijk 08 Daarle,163,Hellendoorn,565,407,31,31,4,32,21,,22,5,0,14,27,93,83
WK016309,Wijk 09 Daarlerveen,163,Hellendoorn,765,562,34,35,6,36,24,,27,6,1,15,31,92,81
WK016400,Wijk 00 Binnenstad,164,Hengelo,2825,2384,249,48,12,45,37,,55,6,14,18,34,89,74
WK016401,Wijk 01 Hengelose Es,164,Hengelo,10210,7979,962,45,11,43,34,,39,7,13,20,36,89,73
WK016402,Wijk 02 Noord,164,Hengelo,10015,7912,842,48,13,45,37,,43,5,19,21,35,88,72
WK016403,Wijk 03 Hasseler Es,164,Hengelo,12585,9652,737,40,8,39,28,,27,4,10,16,34,92,79
WK016404,Wijk 04 Groot Driene,164,Hengelo,8850,7083,1434,47,11,44,35,,43,10,18,24,40,88,71
WK016405,Wijk 05 Berflo Es,164,Hengelo,6830,5632,539,48,13,45,37,,45,5,17,20,38,88,72
WK016406,Wijk 06 Wilderinkshoek,164,Hengelo,10290,8303,842,44,10,42,32,,40,6,9,18,37,90,75
WK016407,Wijk 07 Woolde,164,Hengelo,7110,5763,923,44,10,42,32,,41,8,8,19,36,90,75
WK016408,Wijk 08 Slangenbeek,164,Hengelo,10400,7318,313,35,6,36,24,,17,2,8,11,29,94,83
WK016409,Wijk 09 Buitengebied,164,Hengelo,1950,1522,155,33,5,36,22,,24,5,2,13,29,93,83
WK016600,Wijk 00 Kampen,166,Kampen,35715,27278,2644,41,8,40,29,,33,5,7,16,36,89,76
WK016603,Wijk 03 IJsselmuiden,166,Kampen,11975,8667,844,36,6,36,23,,21,4,1,13,33,91,80
WK016604,Wijk 04 Zalk,166,Kampen,765,545,52,31,4,33,20,,17,4,1,11,28,93,83
WK016605,Wijk 05 Wilsum,166,Kampen,845,611,56,34,5,34,22,,23,5,2,11,33,92,81
WK016606,Wijk 06 Grafhorst,166,Kampen,1015,654,38,31,4,33,19,,19,3,0,10,28,93,84
WK016607,Wijk 07 Kamperveen,166,Kampen,825,579,39,32,4,33,20,,16,3,1,9,26,92,85
WK016608,Wijk 08 's-Heerenhoek,166,Kampen,630,471,26,32,4,33,19,,19,3,1,9,28,94,84
WK016609,Wijk 09 Verspreide huizen,166,Kampen,175,,115,30,4,34,17,,9,1,0,7,22,93,87
WK016800,Wijk 00 Losser,168,Losser,13145,10457,1262,40,8,39,28,,28,6,3,20,36,90,76
WK016801,Wijk 01 Glane,168,Losser,465,387,43,37,8,38,26,,29,5,4,19,35,91,77
WK016802,Wijk 02 Overdinkel,168,Losser,4140,3248,321,41,9,40,30,,25,6,4,23,41,89,73
WK016803,Wijk 03 De Lutte,168,Losser,3700,2923,294,33,5,35,22,,22,5,1,15,28,92,81
WK016804,Wijk 04 Beuningen,168,Losser,995,757,73,30,5,34,20,,19,4,0,13,27,93,82
WK017101,Wijk 01 Emmeloord,171,Noordoostpolder,25640,19417,2107,43,9,41,31,,33,6,9,16,37,89,74
WK017102,Wijk 02 Bant,171,Noordoostpolder,1365,1007,41,35,7,36,24,,20,3,2,11,31,92,79
WK017103,Wijk 03 Luttelgeest,171,Noordoostpolder,2340,1863,55,50,13,48,40,,25,2,32,13,28,82,73
WK017104,Wijk 04 Marknesse,171,Noordoostpolder,3720,2855,312,38,7,38,26,,26,5,2,14,33,90,78
WK017105,Wijk 05 Kraggenburg,171,Noordoostpolder,1400,1103,91,38,6,38,26,,24,4,1,11,31,91,80
WK017106,Wijk 06 Ens,171,Noordoostpolder,2950,2242,138,37,7,37,26,,25,3,1,11,32,91,80
WK017107,Wijk 07 Nagele,171,Noordoostpolder,1885,1434,93,40,9,41,28,,30,4,5,13,33,90,77
WK017108,Wijk 08 Tollebeek,171,Noordoostpolder,2415,1590,82,32,6,34,22,,19,2,2,10,27,93,81
WK017109,Wijk 09 Espel,171,Noordoostpolder,1390,1048,40,38,7,38,25,,25,3,2,11,30,92,80
WK017110,Wijk 10 Creil,171,Noordoostpolder,1680,1221,78,36,7,38,26,,26,3,2,11,31,91,79
WK017111,Wijk 11 Rutten,171,Noordoostpolder,1635,1224,81,35,7,37,23,,21,3,1,11,31,92,80
WK017112,Wijk 12 Schokland,171,Noordoostpolder,5,,,,,,,,,,,,,,
WK017301,Wijk 01 Binnenstad,173,Oldenzaal,2345,2135,578,47,12,44,38,,59,16,4,27,39,86,68
WK017302,Wijk 02 Het Inslag-De Kleies,173,Oldenzaal,2545,2065,337,43,10,42,32,,45,9,4,22,36,88,73
WK017303,Wijk 03 Glinde-Hooiland,173,Oldenzaal,3795,2930,293,44,11,43,33,,38,6,9,21,35,89,72
WK017304,Wijk 04 De Meijbree,173,Oldenzaal,1085,847,150,40,8,40,28,,39,9,1,19,34,90,76
WK017305,Wijk 05 Haerbroek-Scholtenhoek,173,Oldenzaal,1820,1458,355,37,6,38,26,,29,10,1,19,34,91,78
WK017306,Wijk 06 Zuid-Berghuizen,173,Oldenzaal,3680,2914,374,42,10,42,31,,37,6,14,19,35,90,74
WK017307,Wijk 07 Hanzepoort,173,Oldenzaal,70,56,11,29,4,34,19,,14,3,0,13,26,94,85
WK017308,Wijk 08 Eekte-Hazewinkel,173,Oldenzaal,200,160,17,34,5,37,22,,19,6,1,13,31,93,82
WK017309,Wijk 09 Jufferbeek,173,Oldenzaal,100,,82,33,5,35,22,,14,3,5,11,28,94,84
WK017310,Wijk 10 Het Hulsbeek,173,Oldenzaal,260,201,16,33,5,36,22,,26,6,4,12,26,94,85
WK017311,Wijk 11 De Thij,173,Oldenzaal,6100,4752,443,41,9,41,28,,24,5,14,18,35,91,75
WK017312,Wijk 12 De Graven Es,173,Oldenzaal,5260,3772,211,34,6,36,22,,15,3,5,10,28,94,84
WK017313,Wijk 13 De Essen,173,Oldenzaal,4670,3486,98,34,6,36,23,,20,3,3,10,29,94,83
WK017314,Wijk 14 Bekspring,173,Oldenzaal,160,121,11,36,7,37,26,,39,7,10,12,28,93,83
WK017501,Ommen,175,Ommen,12290,9457,1180,39,7,40,26,,34,6,6,16,36,90,78
WK017502,Arrien,175,Ommen,320,255,16,34,4,37,18,,11,3,0,10,30,92,83
WK017503,Beerze,175,Ommen,215,163,13,34,5,35,20,,29,5,0,11,30,92,82
WK017504,Beerzerveld,175,Ommen,1050,751,68,33,5,33,20,,19,4,1,13,30,93,82
WK017505,Dalmsholte,175,Ommen,315,235,18,34,5,37,20,,16,4,2,10,28,93,84
WK017506,Giethmen,175,Ommen,215,171,12,37,6,38,22,,34,5,1,11,31,92,82
WK017507,Lemele,175,Ommen,1330,1018,94,33,4,35,20,,22,5,0,11,30,93,82
WK017508,Stegeren,175,Ommen,545,458,31,40,8,40,27,,33,3,1,15,35,90,77
WK017509,Vilsteren,175,Ommen,380,288,28,36,5,38,19,,30,5,0,11,33,93,82
WK017510,Vinkenbuurt,175,Ommen,415,327,16,35,5,38,20,,27,4,0,10,30,92,83
WK017511,Witharen,175,Ommen,605,481,18,33,5,35,19,,25,3,2,9,28,93,85
WK017700,Wijk 00 Raalte-Kern,177,Raalte,8480,7032,1324,44,9,44,31,,38,9,7,23,40,88,71
WK017701,Wijk 01 Raalte-overig en buitengebied,177,Raalte,10535,7978,438,35,5,37,22,,20,3,2,11,32,93,82
WK017702,Wijk 02 Heeten,177,Raalte,3610,2810,354,34,5,35,24,,23,6,1,15,34,91,80
WK017703,Wijk 03 Luttenberg,177,Raalte,2295,1731,182,34,4,35,21,,24,5,0,12,31,93,82
WK017704,Wijk 04 Broekland,177,Raalte,1230,965,67,32,4,33,20,,21,4,1,11,30,93,82
WK017705,Wijk 05 Mariënheem,177,Raalte,1465,1138,104,34,5,35,21,,22,4,1,11,30,93,82
WK017706,Wijk 06 Nieuw Heeten,177,Raalte,1160,903,75,33,5,36,22,,21,5,1,11,30,93,82
WK017708,Wijk 08 Heino,177,Raalte,6745,5374,736,37,6,39,24,,28,6,1,14,36,91,79
WK017709,Wijk 09 Laag Zuthem,177,Raalte,530,393,16,33,5,34,21,,25,3,2,9,30,94,84
WK017710,Wijk 10 Lierderholthuis,177,Raalte,645,527,27,35,6,36,22,,27,2,1,10,31,93,83
WK018000,Wijk 00 Staphorst (kern),180,Staphorst,8800,6110,564,40,8,41,28,,24,5,2,14,29,89,81
WK018001,Wijk 01 Rouveen (kern),180,Staphorst,3290,2256,173,34,6,36,22,,18,3,1,10,25,92,85
WK018002,Wijk 02 Rouveen (buitengebied),180,Staphorst,395,,271,32,5,36,19,,20,2,0,9,23,93,86
WK018003,Wijk 03 Staphorst (buitengebied),180,Staphorst,1295,851,67,34,5,37,20,,13,3,0,10,24,91,85
WK018004,Wijk 04 IJhorst,180,Staphorst,1415,1199,114,39,7,41,24,,31,4,1,14,35,91,79
WK018005,Wijk 05 Punthorst,180,Staphorst,930,685,62,35,6,37,21,,21,4,2,11,27,92,83
WK018006,Wijk 06 Lankhorst,180,Staphorst,340,236,17,36,5,38,21,,21,4,0,10,27,92,84
WK018007,Wijk 07 Klooster,180,Staphorst,80,,59,33,4,35,19,,4,1,0,8,26,93,86
WK018300,Wijk 00 Tubbergen,183,Tubbergen,6370,4932,653,35,6,36,25,,28,8,2,16,30,91,81
WK018301,Wijk 01 Albergen,183,Tubbergen,3515,2661,254,32,5,34,22,,22,5,1,14,27,94,83
WK018302,Wijk 02 Harbrinkhoek,183,Tubbergen,1865,1426,117,31,4,33,21,,20,5,1,13,29,93,84
WK018303,Wijk 03 Geesteren,183,Tubbergen,4325,3230,303,33,5,35,21,,23,5,1,13,27,92,83
WK018304,Wijk 04 Langeveen,183,Tubbergen,1255,958,69,32,5,34,21,,23,6,1,15,30,92,81
WK018305,Wijk 05 Vasse,183,Tubbergen,1545,1150,99,30,4,33,20,,23,5,0,12,29,93,83
WK018306,Wijk 06 Reutum,183,Tubbergen,1360,988,72,30,4,33,19,,25,4,0,11,29,93,82
WK018307,Wijk 07 Fleringen,183,Tubbergen,880,649,45,29,4,32,18,,19,4,0,11,24,95,85
WK018400,Wijk 00 Urk,184,Urk,19985,12884,695,29,5,31,20,,19,3,2,12,27,92,80
WK018900,Wijk 00 Wierden (kern),189,Wierden,13230,10158,1131,36,6,36,25,,25,6,3,15,32,92,81
WK018901,Wijk 01 Landelijk gebied Wierden,189,Wierden,1415,1096,110,31,4,35,20,,18,5,1,13,29,94,84
WK018902,Wijk 02 Hooge-Hexel,189,Wierden,1000,783,59,30,4,33,20,,22,4,1,13,28,93,84
WK018903,Wijk 03 Enter (kern),189,Wierden,5485,4238,471,34,6,35,24,,25,6,1,14,30,93,82
WK018904,Wijk 04 Landelijk gebied Enter,189,Wierden,1580,1217,113,29,4,33,19,,19,5,0,12,28,94,84
WK018905,Wijk 05 Rectum - Notter - Zuna,189,Wierden,1235,966,105,28,3,32,18,,17,6,0,13,27,93,84
WK019310,Wijk 10 Binnenstad,193,Zwolle,3525,3257,111,41,11,39,31,,65,2,7,11,31,92,81
WK019311,Wijk 11 Diezerpoort,193,Zwolle,10255,8647,784,46,13,43,36,,60,5,16,20,37,88,72
WK019312,Wijk 12 Wipstrik,193,Zwolle,6470,5138,513,38,9,39,28,,44,5,6,15,35,92,78
WK019313,Wijk 13 Assendorp,193,Zwolle,12725,10105,583,40,10,39,30,,54,3,6,13,34,91,79
WK019314,Wijk 14 Kamperpoort-Veerallee,193,Zwolle,2910,2443,322,43,11,41,33,,60,7,6,19,36,89,75
WK019320,Wijk 20 Poort van Zwolle,193,Zwolle,355,304,15,36,7,37,24,,37,4,3,11,32,92,82
WK019321,Wijk 21 Westenholte,193,Zwolle,5335,3999,309,37,7,38,25,,27,4,3,14,34,92,79
WK019322,Wijk 22 Stadshagen,193,Zwolle,23355,15861,777,38,7,39,26,,23,2,10,12,31,93,81
WK019330,Wijk 30 Holtenbroek,193,Zwolle,9970,7775,747,49,13,47,38,,50,5,26,24,39,87,69
WK019331,Wijk 31 Aalanden,193,Zwolle,13060,10397,1471,43,9,43,30,,38,7,11,21,41,89,73
WK019332,Wijk 32 Vechtlanden,193,Zwolle,995,823,102,34,4,38,20,,19,5,2,10,32,93,84
WK019340,Wijk 40 Berkum,193,Zwolle,4235,3343,693,38,7,39,26,,31,8,2,18,37,90,77
WK019341,Wijk 41 Marsweteringlanden,193,Zwolle,1175,908,92,37,7,39,24,,25,3,4,13,32,91,79
WK019350,Wijk 50 Schelle,193,Zwolle,14715,11335,719,37,7,38,25,,27,3,5,13,35,92,80
WK019351,Wijk 51 Ittersum,193,Zwolle,14935,11341,822,39,8,39,28,,31,4,7,15,37,91,78
WK019352,Wijk 52 Soestweteringlanden,193,Zwolle,865,697,99,37,6,38,25,,21,7,1,19,37,88,75
WK019600,Wijk 00 Herwen en Aerdt,196,Rijnwaarden,8495,6728,646,40,7,41,29,,31,7,2,18,36,90,74
WK019601,Wijk 01 Pannerden,196,Rijnwaarden,2370,1881,192,39,7,40,27,,25,7,2,15,34,90,76
WK019701,Wijk 01 Buitengebied Aalten,197,Aalten,4000,3122,285,34,6,35,24,,21,4,1,11,29,92,81
WK019702,Wijk 02 Bredevoort,197,Aalten,1920,1507,141,37,7,37,26,,28,5,1,13,33,91,78
