WKC,gem_name,WKN,YEAR,AGE_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN
WK055304,Lisse,Buitengebied,2012,42.5660778498504,30672.5793285056,0.0769724182168056,0.154586273252085,3.55072463768116,1871.4575180145825,137.48628749717759,77.98512562745857,1101.7324518509101,196.31265444697257,203.20090717948366
WK053405,Hillegom,Buitengebied,2013,43.0956569404157,30635.5518160613,0.0735198438516591,0.154521795705921,3.56366381479618,2076.0554426772196,138.5293783370046,78.49099357664494,1241.475053853866,188.71916106198705,236.18065717868964
WK055304,Lisse,Buitengebied,2013,43.0956569404157,30635.5518160613,0.0735198438516591,0.154521795705921,3.56366381479618,2076.0554426772196,138.5293783370046,78.49099357664494,1241.475053853866,188.71916106198705,236.18065717868964
WK053405,Hillegom,Buitengebied,2014,42.7301626736233,32324.5053358443,0.116484184914842,0.238138686131387,3.46951819075713,1853.4528010398049,141.92305366543468,80.82485438185759,1089.8751828542167,181.38659089410336,199.4550517114509
WK055304,Lisse,Buitengebied,2014,42.7301626736233,32324.5053358443,0.116484184914842,0.238138686131387,3.46951819075713,1853.4528010398049,141.92305366543468,80.82485438185759,1089.8751828542167,181.38659089410336,199.4550517114509
WK053405,Hillegom,Buitengebied,2015,43.1517840226529,30910.3093102382,0.0828796128251664,0.180883242589232,3.56066536203523,1961.0201028146641,146.23271055721253,83.02450915672546,1115.049462153682,212.0630602245887,144.05499376871555
WK055304,Lisse,Buitengebied,2015,43.1517840226529,30910.3093102382,0.0828796128251664,0.180883242589232,3.56066536203523,1961.0201028146641,146.23271055721253,83.02450915672546,1115.049462153682,212.0630602245887,144.05499376871555
WK053405,Hillegom,Buitengebied,2016,43.8982387430032,33007.4416227934,0.0714285714285714,0.180243161094225,3.64694471387003,2334.0274687311153,154.87297207884268,89.92544455872678,1363.1976227119287,256.35866409417685,188.90125169425642
WK055304,Lisse,Buitengebied,2016,43.8982387430032,33007.4416227934,0.0714285714285714,0.180243161094225,3.64694471387003,2334.0274687311153,154.87297207884268,89.92544455872678,1363.1976227119287,256.35866409417685,188.90125169425642
WK053405,Hillegom,Buitengebied,2017,44.0994247778228,35991.0414717805,0.0839671432917554,0.211439002129601,3.69105691056911,2410.0263204621892,159.40527258153494,93.57471724975603,1273.1287418448983,256.8863578664278,263.173898577955
WK055304,Lisse,Buitengebied,2017,44.0994247778228,35991.0414717805,0.0839671432917554,0.211439002129601,3.69105691056911,2410.0263204621892,159.40527258153494,93.57471724975603,1273.1287418448983,256.8863578664278,263.173898577955
WK053405,Hillegom,Buitengebied,2018,44.3533736551911,36041.1668761785,0.0879188441438672,0.204426683061789,3.65228052967141,2305.4032590665925,162.96031028560338,96.53371338300414,1220.6509101235144,230.9123773147368,218.76318325547876
WK055304,Lisse,Buitengebied,2018,44.3533736551911,36041.1668761785,0.0879188441438672,0.204426683061789,3.65228052967141,2305.4032590665925,162.96031028560338,96.53371338300414,1220.6509101235144,230.9123773147368,218.76318325547876
WK053405,Hillegom,Buitengebied,2019,44.0864341146415,43471.0876967555,0.0758663752731814,0.1966906025601,3.70668006027122,2295.748983002311,165.09597712771418,97.14538435390253,1304.7610559389902,221.38294578847777,197.7065291745941
WK055304,Lisse,Buitengebied,2019,44.0864341146415,43471.0876967555,0.0758663752731814,0.1966906025601,3.70668006027122,2295.748983002311,165.09597712771418,97.14538435390253,1304.7610559389902,221.38294578847777,197.7065291745941
WK053405,Hillegom,Buitengebied,2020,44.2938126684475,38203.0692431562,0.0598820974247595,0.162581445857896,3.60993274702535,2187.89342376052,166.197973183661,101.93113501715,1217.05671032117,218.886186467103,182.875606485812
WK055304,Lisse,Buitengebied,2020,44.2938126684475,38203.0692431562,0.0598820974247595,0.162581445857896,3.60993274702535,2187.89342376052,166.197973183661,101.93113501715,1217.05671032117,218.886186467103,182.875606485812
WK053405,Hillegom,Buitengebied,2021,44.216383083385,42855.8817578248,0.0890577507598784,0.212158054711246,3.53657289002558,,,,,,
WK055304,Lisse,Buitengebied,2021,44.216383083385,42855.8817578248,0.0890577507598784,0.212158054711246,3.53657289002558,,,,,,
WK053405,Hillegom,Buitengebied,2022,44.0310137722821,43401.4651819322,0.0845741512805241,0.201608100059559,3.5844930417495,,,,,,
WK055304,Lisse,Buitengebied,2022,44.0310137722821,43401.4651819322,0.0845741512805241,0.201608100059559,3.5844930417495,,,,,,
WK063708,Zoetermeer,Buitengebied en Industriegebied,2009,39.2331430297331,,0.172113289760349,0.263616557734205,3.44385026737968,1808.130023162462,117.78261533056086,65.7356669821182,1173.00459544757,257.7527683261015,88.47513917265739
WK063709,Zoetermeer,Buitengebied en Industriegebied,2009,39.2331430297331,,0.172113289760349,0.263616557734205,3.44385026737968,1808.130023162462,117.78261533056086,65.7356669821182,1173.00459544757,257.7527683261015,88.47513917265739
WK063708,Zoetermeer,Buitengebied en Industriegebied,2010,39.0618062844663,,0.191629955947137,0.327092511013216,3.63922942206655,2043.5435564806455,122.61255394504111,64.61302719159761,1183.0541346944844,241.66210374433848,275.1681598514491
WK063709,Zoetermeer,Buitengebied en Industriegebied,2010,39.0618062844663,,0.191629955947137,0.327092511013216,3.63922942206655,2043.5435564806455,122.61255394504111,64.61302719159761,1183.0541346944844,241.66210374433848,275.1681598514491
WK063708,Zoetermeer,Buitengebied en Industriegebied,2011,40.0715006504184,32650.9443037975,0.141705069124424,0.300691244239631,3.65036231884058,2018.8126082265787,128.92242495657337,65.46250369696291,1207.2679631043054,226.19861044612034,232.84903414011197
WK063709,Zoetermeer,Buitengebied en Industriegebied,2011,40.0715006504184,32650.9443037975,0.141705069124424,0.300691244239631,3.65036231884058,2018.8126082265787,128.92242495657337,65.46250369696291,1207.2679631043054,226.19861044612034,232.84903414011197
WK063708,Zoetermeer,Buitengebied en Industriegebied,2012,40.4965895668444,32371.9679487179,0.113849765258216,0.280516431924883,3.71804511278195,1777.8445892364266,126.51211989647362,69.35716970870405,1066.73615438634,187.4934634142582,188.7319562507003
